,from,to
223,3778558,1570785
224,3778558,2157609
225,3778558,5262646
226,3778558,6859693
227,3778558,1936377
228,3778558,6260400
229,3778558,4865283
230,3778558,3871556
231,3778558,1289636
232,3778558,6828173
233,3778558,1427353
234,3778558,1385403
235,3778558,2625914
236,3778558,1335895
237,3778558,2069265
238,3778558,9733001
239,3778558,5965396
240,3778558,7891838
241,3778558,8268517
242,3778558,3223948
243,3778558,2920966
244,3778558,4356468
245,8124178,3393729
246,8124178,2449597
247,8124178,6544671
248,8124178,2116985
249,8124178,6859693
250,8124178,3823531
251,8124178,6128774
252,8124178,5582610
253,8124178,5460402
254,8124178,1825969
255,8124178,2706382
256,8124178,1385403
257,8124178,2625914
258,8124178,5403487
259,8124178,5053937
260,8124178,2069265
261,8124178,9733001
262,8124178,5965396
263,8124178,6418092
264,8124178,9612606
265,9608080,3393729
266,9608080,6300454
267,9608080,7358008
268,9608080,6260400
269,9608080,3322514
270,9608080,6128774
271,9608080,4214419
272,9608080,4741497
273,9608080,1385403
274,9608080,6299956
275,9608080,3544111
276,9608080,6463952
277,9608080,5053937
278,9608080,2069265
279,9608080,4303195
280,9608080,7891838
281,9608080,6677164
282,9608080,2066437
283,9608080,8268517
284,9608080,9981895
285,1160120,1570785
286,1160120,9444027
287,1160120,2449597
288,1160120,3747072
289,1160120,6620713
290,1160120,8584084
291,1160120,6128774
292,1160120,9085992
293,1160120,6828173
294,1160120,6573559
295,1160120,1427353
296,1160120,4741497
297,1160120,2069265
298,1160120,5965396
299,1160120,6803121
300,1160120,2920966
301,1160120,6017591
302,1160120,9612606
303,3871737,1446683
304,3871737,7635375
305,3871737,2157609
306,3871737,9444027
307,3871737,5262646
308,3871737,2116985
309,3871737,6859693
310,3871737,1936377
311,3871737,6260400
312,3871737,9326722
313,3871737,6128774
314,3871737,1545110
315,3871737,1256084
316,3871737,2706382
317,3871737,4741497
318,3871737,2625914
319,3871737,1335895
320,3871737,9733001
321,3871737,1353420
322,3871737,6677164
323,3871737,6418092
324,3871737,6017591
325,3871737,9612606
326,6925197,1570785
327,6925197,9659856
328,6925197,6300454
329,6925197,2157609
330,6925197,7358008
331,6925197,5262646
332,6925197,6544671
333,6925197,4747658
334,6925197,1301156
335,6925197,8584084
336,6925197,4865283
337,6925197,3871556
338,6925197,9085992
339,6925197,1289636
340,6925197,1545110
341,6925197,6573559
342,6925197,3335969
343,6925197,1427353
344,6925197,1385403
345,6925197,6299956
346,6925197,5403487
347,6925197,5053937
348,6925197,2069265
349,6925197,9733001
350,6925197,5965396
351,6925197,5132688
352,6925197,1353420
353,6925197,9031847
354,6925197,6418092
355,6925197,2920966
356,6925197,5743434
357,6925197,9612606
358,6925197,4356468
359,8086758,1446683
360,8086758,3393729
361,8086758,7635375
362,8086758,9659856
363,8086758,6859693
364,8086758,1396671
365,8086758,6260400
366,8086758,3322514
367,8086758,6128774
368,8086758,4214419
369,8086758,5460402
370,8086758,6828173
371,8086758,6573559
372,8086758,1256084
373,8086758,4741497
374,8086758,3544111
375,8086758,1335895
376,8086758,4303195
377,8086758,5965396
378,8086758,6803121
379,8086758,9031847
380,8086758,6418092
381,8086758,2920966
382,8086758,5743434
383,8086758,4356468
384,5307236,1446683
385,5307236,3393729
386,5307236,1570785
387,5307236,7635375
388,5307236,9659856
389,5307236,6544671
390,5307236,2116985
391,5307236,6859693
392,5307236,1396671
393,5307236,1301156
394,5307236,4445414
395,5307236,1936377
396,5307236,8847502
397,5307236,9326722
398,5307236,3871556
399,5307236,9085992
400,5307236,5582610
401,5307236,1256084
402,5307236,3335969
403,5307236,6062599
404,5307236,4741497
405,5307236,6299956
406,5307236,7891838
407,5307236,5132688
408,5307236,6677164
409,5307236,2066437
410,5307236,9981895
411,5307236,3223948
412,5307236,2920966
413,5307236,6017591
414,5307236,7317438
415,2574762,3393729
416,2574762,1570785
417,2574762,7358008
418,2574762,9444027
419,2574762,5262646
420,2574762,2116985
421,2574762,6859693
422,2574762,3823531
423,2574762,4747658
424,2574762,1396671
425,2574762,6480234
426,2574762,1301156
427,2574762,1936377
428,2574762,3322514
429,2574762,4865283
430,2574762,9326722
431,2574762,3871556
432,2574762,1289636
433,2574762,5582610
434,2574762,1545110
435,2574762,6573559
436,2574762,1256084
437,2574762,2706382
438,2574762,4741497
439,2574762,1385403
440,2574762,2625914
441,2574762,3544111
442,2574762,1335895
443,2574762,6463952
444,2574762,5053937
445,2574762,2045224
446,2574762,2069265
447,2574762,9733001
448,2574762,5965396
449,2574762,1353420
450,2574762,6677164
451,2574762,9981895
452,2574762,9031847
453,2574762,6418092
454,2574762,5815978
455,2574762,5743434
456,2574762,4356468
457,2885315,5876745
458,2885315,7635375
459,2885315,6300454
460,2885315,2157609
461,2885315,7358008
462,2885315,5262646
463,2885315,2449597
464,2885315,1936377
465,2885315,8584084
466,2885315,9326722
467,2885315,9085992
468,2885315,1289636
469,2885315,5582610
470,2885315,2706382
471,2885315,4741497
472,2885315,3544111
473,2885315,9733001
474,2885315,5132688
475,2885315,6803121
476,2885315,1353420
477,2885315,8268517
478,2885315,9981895
479,2885315,9031847
480,2885315,6418092
481,2885315,2920966
482,2885315,6017591
483,2885315,5743434
484,2885315,9612606
485,2885315,4356468
486,5193158,5876745
487,5193158,3393729
488,5193158,7635375
489,5193158,9659856
490,5193158,6300454
491,5193158,2157609
492,5193158,9444027
493,5193158,5262646
494,5193158,2449597
495,5193158,3747072
496,5193158,6544671
497,5193158,2116985
498,5193158,3823531
499,5193158,4747658
500,5193158,6480234
501,5193158,1301156
502,5193158,1936377
503,5193158,8584084
504,5193158,9085992
505,5193158,5582610
506,5193158,1825969
507,5193158,1256084
508,5193158,6062599
509,5193158,4741497
510,5193158,5403487
511,5193158,3544111
512,5193158,5053937
513,5193158,2045224
514,5193158,2069265
515,5193158,4303195
516,5193158,5965396
517,5193158,1353420
518,5193158,6677164
519,5193158,2066437
520,5193158,8268517
521,5193158,9031847
522,5193158,3223948
523,5193158,2920966
524,5193158,5815978
525,5193158,7317438
526,5193158,4356468
527,8224781,6300454
528,8224781,7358008
529,8224781,9444027
530,8224781,2449597
531,8224781,6620713
532,8224781,3823531
533,8224781,6480234
534,8224781,8584084
535,8224781,3322514
536,8224781,6128774
537,8224781,5582610
538,8224781,1825969
539,8224781,6573559
540,8224781,6062599
541,8224781,1427353
542,8224781,2706382
543,8224781,4741497
544,8224781,5403487
545,8224781,1335895
546,8224781,2045224
547,8224781,4303195
548,8224781,5965396
549,8224781,6803121
550,8224781,1353420
551,8224781,6677164
552,8224781,8268517
553,8224781,5471581
554,8224781,6017591
555,8224781,5743434
556,8224781,9612606
557,4904257,1446683
558,4904257,5876745
559,4904257,1570785
560,4904257,9659856
561,4904257,6300454
562,4904257,7358008
563,4904257,6620713
564,4904257,2116985
565,4904257,1396671
566,4904257,1301156
567,4904257,3322514
568,4904257,4865283
569,4904257,8847502
570,4904257,6128774
571,4904257,1289636
572,4904257,5460402
573,4904257,3335969
574,4904257,6062599
575,4904257,2625914
576,4904257,1335895
577,4904257,2069265
578,4904257,5965396
579,4904257,5132688
580,4904257,1353420
581,4904257,2066437
582,4904257,9981895
583,4904257,5471581
584,4904257,7317438
585,4904257,9612606
586,3527195,1446683
587,3527195,3393729
588,3527195,9659856
589,3527195,6300454
590,3527195,7358008
591,3527195,9444027
592,3527195,2116985
593,3527195,4747658
594,3527195,6480234
595,3527195,1936377
596,3527195,8584084
597,3527195,3322514
598,3527195,3871556
599,3527195,9085992
600,3527195,4214419
601,3527195,5460402
602,3527195,6573559
603,3527195,1256084
604,3527195,3335969
605,3527195,6062599
606,3527195,1427353
607,3527195,2706382
608,3527195,1385403
609,3527195,6299956
610,3527195,2625914
611,3527195,5403487
612,3527195,5053937
613,3527195,4303195
614,3527195,5965396
615,3527195,5132688
616,3527195,1353420
617,3527195,8268517
618,3527195,6418092
619,3527195,9612606
620,3527195,4356468
621,5613477,1446683
622,5613477,7635375
623,5613477,9659856
624,5613477,6300454
625,5613477,7358008
626,5613477,2449597
627,5613477,3747072
628,5613477,6544671
629,5613477,3823531
630,5613477,1301156
631,5613477,4445414
632,5613477,3871556
633,5613477,6128774
634,5613477,9085992
635,5613477,1289636
636,5613477,5582610
637,5613477,1545110
638,5613477,3335969
639,5613477,6062599
640,5613477,1427353
641,5613477,2706382
642,5613477,5403487
643,5613477,2045224
644,5613477,4303195
645,5613477,9031847
646,5613477,6418092
647,2929381,2116985
648,2929381,1396671
649,2929381,3871556
650,2929381,9085992
651,2929381,5053937
652,2929381,5132688
653,2929381,1353420
654,2929381,8268517
655,2929381,5471581
656,2929381,5815978
657,2929381,5743434
658,7891923,1570785
659,7891923,9659856
660,7891923,3823531
661,7891923,1396671
662,7891923,4445414
663,7891923,8584084
664,7891923,4865283
665,7891923,9085992
666,7891923,1289636
667,7891923,5582610
668,7891923,6828173
669,7891923,6062599
670,7891923,4741497
671,7891923,3544111
672,7891923,6463952
673,7891923,2045224
674,7891923,6803121
675,7891923,9031847
676,7891923,2920966
677,7891923,7317438
678,7847399,5876745
679,7847399,7635375
680,7847399,2449597
681,7847399,3747072
682,7847399,2116985
683,7847399,4747658
684,7847399,1301156
685,7847399,1936377
686,7847399,8584084
687,7847399,3322514
688,7847399,8847502
689,7847399,3871556
690,7847399,4214419
691,7847399,5460402
692,7847399,1825969
693,7847399,1545110
694,7847399,1427353
695,7847399,1353420
696,7847399,5471581
697,7847399,2920966
698,7847399,6017591
699,7847399,4356468
700,5244632,9659856
701,5244632,5262646
702,5244632,2449597
703,5244632,3823531
704,5244632,1396671
705,5244632,8584084
706,5244632,6128774
707,5244632,1256084
708,5244632,1427353
709,5244632,8268517
710,5244632,5815978
711,5244632,9612606
712,3682520,1446683
713,3682520,7635375
714,3682520,9659856
715,3682520,6300454
716,3682520,7358008
717,3682520,3747072
718,3682520,6544671
719,3682520,6859693
720,3682520,1396671
721,3682520,1936377
722,3682520,8584084
723,3682520,6260400
724,3682520,3322514
725,3682520,4865283
726,3682520,9326722
727,3682520,6128774
728,3682520,9085992
729,3682520,1289636
730,3682520,1825969
731,3682520,6828173
732,3682520,1385403
733,3682520,5053937
734,3682520,2069265
735,3682520,6803121
736,3682520,1353420
737,3682520,6677164
738,3682520,9031847
739,3682520,5743434
740,7821698,1446683
741,7821698,3393729
742,7821698,7358008
743,7821698,5262646
744,7821698,6620713
745,7821698,6544671
746,7821698,6480234
747,7821698,4445414
748,7821698,8584084
749,7821698,3322514
750,7821698,3871556
751,7821698,9085992
752,7821698,5582610
753,7821698,5460402
754,7821698,1545110
755,7821698,1256084
756,7821698,6062599
757,7821698,2625914
758,7821698,6463952
759,7821698,9733001
760,7821698,7891838
761,7821698,2066437
762,7821698,9981895
763,7821698,3223948
764,7821698,6017591
765,7821698,9612606
766,6122032,1446683
767,6122032,7635375
768,6122032,6300454
769,6122032,5262646
770,6122032,6620713
771,6122032,2116985
772,6122032,6859693
773,6122032,3823531
774,6122032,4747658
775,6122032,1301156
776,6122032,4445414
777,6122032,1936377
778,6122032,8584084
779,6122032,3322514
780,6122032,9326722
781,6122032,6128774
782,6122032,4214419
783,6122032,5460402
784,6122032,1825969
785,6122032,6828173
786,6122032,6062599
787,6122032,4741497
788,6122032,6299956
789,6122032,2625914
790,6122032,2069265
791,6122032,5965396
792,6122032,7891838
793,6122032,1353420
794,6122032,6677164
795,6122032,2066437
796,6122032,8268517
797,6122032,2920966
798,6122032,5815978
799,6122032,5743434
800,6543996,5876745
801,6543996,1570785
802,6543996,7635375
803,6543996,9659856
804,6543996,7358008
805,6543996,9444027
806,6543996,2449597
807,6543996,6620713
808,6543996,2116985
809,6543996,4747658
810,6543996,4445414
811,6543996,3322514
812,6543996,3871556
813,6543996,9085992
814,6543996,5460402
815,6543996,6828173
816,6543996,1256084
817,6543996,2706382
818,6543996,1385403
819,6543996,3544111
820,6543996,6463952
821,6543996,9733001
822,6543996,5965396
823,6543996,7891838
824,6543996,6677164
825,6543996,5471581
826,6543996,2920966
827,6543996,6017591
828,6543996,7317438
829,6543996,9612606
830,6543996,4356468
831,3038514,5876745
832,3038514,1570785
833,3038514,9659856
834,3038514,7358008
835,3038514,5262646
836,3038514,3747072
837,3038514,6544671
838,3038514,2116985
839,3038514,4747658
840,3038514,1301156
841,3038514,4445414
842,3038514,3322514
843,3038514,4865283
844,3038514,8847502
845,3038514,9326722
846,3038514,3871556
847,3038514,9085992
848,3038514,4214419
849,3038514,1545110
850,3038514,1256084
851,3038514,2706382
852,3038514,6299956
853,3038514,2625914
854,3038514,3544111
855,3038514,1335895
856,3038514,5053937
857,3038514,2069265
858,3038514,4303195
859,3038514,5132688
860,3038514,6677164
861,3038514,8268517
862,3038514,9031847
863,3038514,2920966
864,3038514,5815978
865,3038514,5743434
866,3038514,9612606
867,9449623,1446683
868,9449623,5876745
869,9449623,3393729
870,9449623,2449597
871,9449623,3747072
872,9449623,6620713
873,9449623,6544671
874,9449623,2116985
875,9449623,3823531
876,9449623,4747658
877,9449623,6260400
878,9449623,3322514
879,9449623,5582610
880,9449623,5460402
881,9449623,1256084
882,9449623,1427353
883,9449623,2706382
884,9449623,4741497
885,9449623,9981895
886,9449623,9031847
887,9449623,3223948
888,9449623,5471581
889,9449623,2920966
890,9449623,7317438
891,9449623,4356468
892,9823165,1446683
893,9823165,1301156
894,9823165,4445414
895,9823165,8584084
896,9823165,6260400
897,9823165,9326722
898,9823165,6128774
899,9823165,4214419
900,9823165,5582610
901,9823165,5460402
902,9823165,1545110
903,9823165,6573559
904,9823165,1256084
905,9823165,6062599
906,9823165,6463952
907,9823165,2069265
908,9823165,9733001
909,9823165,5132688
910,9823165,6803121
911,9823165,6677164
912,9823165,9031847
913,9823165,6418092
914,9823165,7317438
915,9823165,9612606
916,1674675,5876745
917,1674675,1570785
918,1674675,7635375
919,1674675,2157609
920,1674675,5262646
921,1674675,6544671
922,1674675,2116985
923,1674675,4747658
924,1674675,1396671
925,1674675,4445414
926,1674675,8584084
927,1674675,4865283
928,1674675,9326722
929,1674675,3871556
930,1674675,4214419
931,1674675,1289636
932,1674675,1545110
933,1674675,6828173
934,1674675,1385403
935,1674675,5403487
936,1674675,3544111
937,1674675,1335895
938,1674675,2045224
939,1674675,9733001
940,1674675,7891838
941,1674675,8268517
942,1674675,6418092
943,1674675,7317438
944,1674675,4356468
945,3027975,5876745
946,3027975,1570785
947,3027975,9659856
948,3027975,7358008
949,3027975,9444027
950,3027975,3747072
951,3027975,6544671
952,3027975,2116985
953,3027975,6859693
954,3027975,3823531
955,3027975,4747658
956,3027975,1396671
957,3027975,6480234
958,3027975,4445414
959,3027975,3322514
960,3027975,9085992
961,3027975,5582610
962,3027975,6828173
963,3027975,3335969
964,3027975,1427353
965,3027975,4741497
966,3027975,1335895
967,3027975,6463952
968,3027975,5053937
969,3027975,2045224
970,3027975,4303195
971,3027975,5965396
972,3027975,7891838
973,3027975,5132688
974,3027975,6803121
975,3027975,1353420
976,3027975,6677164
977,3027975,2066437
978,3027975,8268517
979,3027975,9031847
980,3027975,5471581
981,3027975,6418092
982,3027975,5815978
983,3027975,6017591
984,3027975,5743434
985,3027975,9612606
986,3027975,4356468
987,2508478,1446683
988,2508478,7635375
989,2508478,9659856
990,2508478,9444027
991,2508478,2449597
992,2508478,6620713
993,2508478,2116985
994,2508478,3823531
995,2508478,1396671
996,2508478,6480234
997,2508478,4445414
998,2508478,1936377
999,2508478,6260400
1000,2508478,6828173
1001,2508478,6573559
1002,2508478,3335969
1003,2508478,6062599
1004,2508478,4741497
1005,2508478,6299956
1006,2508478,2625914
1007,2508478,5403487
1008,2508478,1335895
1009,2508478,1353420
1010,2508478,2066437
1011,2508478,9981895
1012,2508478,6017591
1013,2508478,7317438
1014,2508478,9612606
1015,2508478,4356468
1016,3273134,7358008
1017,3273134,5262646
1018,3273134,3747072
1019,3273134,6620713
1020,3273134,6544671
1021,3273134,6260400
1022,3273134,4865283
1023,3273134,6128774
1024,3273134,1825969
1025,3273134,6828173
1026,3273134,6573559
1027,3273134,1256084
1028,3273134,6062599
1029,3273134,2706382
1030,3273134,4741497
1031,3273134,1385403
1032,3273134,2045224
1033,3273134,9733001
1034,3273134,5965396
1035,3273134,7891838
1036,3273134,6803121
1037,3273134,1353420
1038,3273134,9981895
1039,3273134,9031847
1040,5593631,1570785
1041,5593631,9659856
1042,5593631,7358008
1043,5593631,8584084
1044,5593631,9085992
1045,5593631,1289636
1046,5593631,1825969
1047,5593631,6828173
1048,5593631,3335969
1049,5593631,2706382
1050,5593631,5403487
1051,5593631,6463952
1052,5593631,2069265
1053,5593631,4303195
1054,5593631,5132688
1055,5593631,1353420
1056,5593631,2066437
1057,5593631,2920966
1058,5593631,5743434
1059,7854778,5876745
1060,7854778,1570785
1061,7854778,9659856
1062,7854778,7358008
1063,7854778,6544671
1064,7854778,6859693
1065,7854778,6480234
1066,7854778,4445414
1067,7854778,4214419
1068,7854778,5582610
1069,7854778,1825969
1070,7854778,6828173
1071,7854778,3335969
1072,7854778,4741497
1073,7854778,5403487
1074,7854778,6463952
1075,7854778,9733001
1076,7854778,7891838
1077,7854778,1353420
1078,7854778,3223948
1079,7854778,5471581
1080,7854778,2920966
1081,7854778,4356468
1082,3554745,5876745
1083,3554745,3393729
1084,3554745,7635375
1085,3554745,6300454
1086,3554745,2157609
1087,3554745,9444027
1088,3554745,3747072
1089,3554745,6544671
1090,3554745,4747658
1091,3554745,1301156
1092,3554745,6260400
1093,3554745,4865283
1094,3554745,9326722
1095,3554745,6128774
1096,3554745,9085992
1097,3554745,5582610
1098,3554745,1545110
1099,3554745,6062599
1100,3554745,2706382
1101,3554745,1385403
1102,3554745,6299956
1103,3554745,2625914
1104,3554745,3544111
1105,3554745,6463952
1106,3554745,5053937
1107,3554745,2045224
1108,3554745,9733001
1109,3554745,5965396
1110,3554745,6803121
1111,3554745,9981895
1112,3554745,5471581
1113,3554745,6017591
1114,3554745,5743434
1115,3554745,9612606
1116,9701493,5876745
1117,9701493,1570785
1118,9701493,9659856
1119,9701493,2157609
1120,9701493,9444027
1121,9701493,2449597
1122,9701493,3747072
1123,9701493,6544671
1124,9701493,2116985
1125,9701493,6859693
1126,9701493,4747658
1127,9701493,6480234
1128,9701493,1301156
1129,9701493,4445414
1130,9701493,3322514
1131,9701493,8847502
1132,9701493,6128774
1133,9701493,4214419
1134,9701493,5582610
1135,9701493,5460402
1136,9701493,1545110
1137,9701493,6828173
1138,9701493,1256084
1139,9701493,6062599
1140,9701493,6299956
1141,9701493,5403487
1142,9701493,5053937
1143,9701493,2045224
1144,9701493,9733001
1145,9701493,6803121
1146,9701493,9031847
1147,9701493,2920966
1148,9701493,6017591
1149,9701493,5743434
1150,9701493,4356468
1151,8698264,1570785
1152,8698264,9659856
1153,8698264,7358008
1154,8698264,4747658
1155,8698264,1396671
1156,8698264,6480234
1157,8698264,1301156
1158,8698264,4445414
1159,8698264,3335969
1160,8698264,6062599
1161,8698264,2706382
1162,8698264,1385403
1163,8698264,6299956
1164,8698264,2625914
1165,8698264,3544111
1166,8698264,1335895
1167,8698264,5053937
1168,8698264,2069265
1169,8698264,9733001
1170,8698264,5132688
1171,8698264,2066437
1172,8698264,9031847
1173,8698264,5471581
1174,8698264,9612606
1175,1874610,1570785
1176,1874610,6300454
1177,1874610,9444027
1178,1874610,5262646
1179,1874610,1301156
1180,1874610,8584084
1181,1874610,3322514
1182,1874610,4214419
1183,1874610,5582610
1184,1874610,1825969
1185,1874610,6573559
1186,1874610,3335969
1187,1874610,2706382
1188,1874610,1385403
1189,1874610,5403487
1190,1874610,5053937
1191,1874610,9733001
1192,1874610,7891838
1193,1874610,6803121
1194,1874610,9981895
1195,1874610,3223948
1196,1874610,2920966
1197,1874610,5743434
1198,6810004,5876745
1199,6810004,7635375
1200,6810004,7358008
1201,6810004,9444027
1202,6810004,2449597
1203,6810004,2116985
1204,6810004,6859693
1205,6810004,1396671
1206,6810004,1301156
1207,6810004,1936377
1208,6810004,6260400
1209,6810004,3322514
1210,6810004,6128774
1211,6810004,4214419
1212,6810004,1289636
1213,6810004,1545110
1214,6810004,1256084
1215,6810004,6062599
1216,6810004,4741497
1217,6810004,5403487
1218,6810004,5053937
1219,6810004,5132688
1220,6810004,6677164
1221,6810004,3223948
1222,6810004,6418092
1223,6810004,5815978
1224,6810004,6017591
1225,6810004,7317438
1226,6810004,9612606
1227,5657406,5876745
1228,5657406,1570785
1229,5657406,9659856
1230,5657406,6300454
1231,5657406,2449597
1232,5657406,6544671
1233,5657406,6859693
1234,5657406,6480234
1235,5657406,6128774
1236,5657406,3335969
1237,5657406,3544111
1238,5657406,6463952
1239,5657406,2045224
1240,5657406,9733001
1241,5657406,1353420
1242,5657406,6677164
1243,5657406,2066437
1244,5657406,9031847
1245,5657406,5471581
1246,5657406,5815978
1247,5657406,9612606
1248,3272739,5876745
1249,3272739,3393729
1250,3272739,9659856
1251,3272739,2157609
1252,3272739,7358008
1253,3272739,2449597
1254,3272739,6620713
1255,3272739,6544671
1256,3272739,3823531
1257,3272739,4747658
1258,3272739,1396671
1259,3272739,1301156
1260,3272739,4445414
1261,3272739,8584084
1262,3272739,6260400
1263,3272739,4865283
1264,3272739,5582610
1265,3272739,6573559
1266,3272739,6299956
1267,3272739,3544111
1268,3272739,5053937
1269,3272739,2045224
1270,3272739,9733001
1271,3272739,5965396
1272,3272739,5132688
1273,3272739,6803121
1274,3272739,1353420
1275,3272739,6677164
1276,3272739,9031847
1277,3272739,5471581
1278,3272739,6418092
1279,3272739,2920966
1280,3272739,5815978
1281,3272739,5743434
1282,3272739,9612606
1283,3272739,4356468
1284,8285470,5876745
1285,8285470,1570785
1286,8285470,6300454
1287,8285470,5262646
1288,8285470,3747072
1289,8285470,6620713
1290,8285470,2116985
1291,8285470,6859693
1292,8285470,1396671
1293,8285470,1301156
1294,8285470,1936377
1295,8285470,6260400
1296,8285470,9326722
1297,8285470,6128774
1298,8285470,4214419
1299,8285470,1825969
1300,8285470,6573559
1301,8285470,1427353
1302,8285470,3544111
1303,8285470,1335895
1304,8285470,6463952
1305,8285470,2069265
1306,8285470,7891838
1307,8285470,6677164
1308,8285470,2066437
1309,8285470,9031847
1310,8285470,6017591
1311,8285470,4356468
1312,3752343,1570785
1313,3752343,9659856
1314,3752343,2157609
1315,3752343,5262646
1316,3752343,2116985
1317,3752343,4747658
1318,3752343,1396671
1319,3752343,1301156
1320,3752343,1936377
1321,3752343,6260400
1322,3752343,6128774
1323,3752343,1289636
1324,3752343,1545110
1325,3752343,6573559
1326,3752343,1256084
1327,3752343,3335969
1328,3752343,4741497
1329,3752343,1385403
1330,3752343,6463952
1331,3752343,2045224
1332,3752343,5965396
1333,3752343,7891838
1334,3752343,1353420
1335,3752343,2066437
1336,3752343,9031847
1337,3752343,3223948
1338,3752343,2920966
1339,3752343,4356468
1340,2317841,1570785
1341,2317841,2157609
1342,2317841,2449597
1343,2317841,6859693
1344,2317841,6480234
1345,2317841,8584084
1346,2317841,4865283
1347,2317841,5582610
1348,2317841,1825969
1349,2317841,6828173
1350,2317841,1256084
1351,2317841,1385403
1352,2317841,2625914
1353,2317841,3544111
1354,2317841,6463952
1355,2317841,9733001
1356,2317841,7891838
1357,2317841,1353420
1358,2317841,5471581
1359,2317841,6418092
1360,2317841,2920966
1361,2317841,5815978
